Material No,Material Description,Matched Category,K Factor,Equipment,MTBR,Reliability_365days
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045088,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045093,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045098,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045103,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045108,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045113,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10045187,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10126970,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10131760,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10131763,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10131841,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10135107,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10135108,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10135399,3500,0.93579915
110400004,SERVO GEM EP2,OIL/CHEMICAL,1.2,10141926,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10044713,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10044803,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10044813,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10044933,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10044939,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10044944,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10045007,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10045009,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10045012,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10045015,3500,0.93579915
110700011,SERVO PRIME 46,OIL/CHEMICAL,1.2,10045088,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10016949,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10021128,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10044933,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10044944,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045007,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045009,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045014,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045083,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045085,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045088,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045093,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045098,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045101,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045103,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045108,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045110,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10045113,3500,0.93579915
110700034,AEROSHELL T560 OIL,OIL/CHEMICAL,1.2,10141648,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10044725,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10044726,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10044894,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10045036,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10197467,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10197469,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10197777,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10197779,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10197781,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10197785,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10199090,3500,0.93579915
110800051,SERVO SYSTEM-32,OIL/CHEMICAL,1.2,10199103,3500,0.93579915
111010050,SILICON TRANSFORMER FLUID,TRANSFORMER,2,,3500,0.989183414
111300030,SERVO FRIZ F 57,OIL/CHEMICAL,1.2,,3500,0.93579915
111400006,SERVO COAT 120,OIL/CHEMICAL,1.2,,3500,0.93579915
111400006,SERVO COAT 120,OIL/CHEMICAL,1.2,10045187,3500,0.93579915
140000146,"WIRE ROPE 17MM, 18/7 CLASS 18/7 CONT.,G*",CABLE,1.2,,20000,0.991839115
140001356,BEARING 6205ZZ BALL,BEARING,2.5,,3500,0.996494099
140001815,BEARING 6309 RS1,BEARING,2.5,,3500,0.996494099
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10008092,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10016949,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10021128,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10024255,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10044752,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10044900,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10044933,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10044939,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10044944,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045003,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045007,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045009,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045015,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045080,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045083,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045085,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045088,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045093,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045095,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045098,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045100,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045103,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045105,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045108,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045110,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045111,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10045113,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10056591,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10058080,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10131841,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10138999,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10141648,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10141926,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10197268,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10199020,7000,0.997284815
140003727,CLEANING FLUID GAS TURBINE,PUMP,2,10201058,7000,0.997284815
140009715,"TURBINE FLOW METER 2""300#",PUMP,2,,7000,0.997284815
140009718,"TURBINE FLOW METER 6""300#",CYLINDER,2.2,,3500,0.99310407
140216000,PRESSURE REGULATOR WITH GAUGE,PRESSURE GAUGE,1.8,,5000,0.991045745
140334071,"WIRE ROPE GALVANISED 5/8""DIA, 6X19 CLASS",,1.2,10044886,3500,0.93579915
140334071,"WIRE ROPE GALVANISED 5/8""DIA, 6X19 CLASS",,1.2,10044889,3500,0.93579915
140334071,"WIRE ROPE GALVANISED 5/8""DIA, 6X19 CLASS",,1.2,10045187,3500,0.93579915
140334071,"WIRE ROPE GALVANISED 5/8""DIA, 6X19 CLASS",,1.2,10199083,3500,0.93579915
140388901,WD-40 SPRAY CANE(340ML),PUMP,2,,7000,0.997284815
150001722,"GATE VALVE 3 1/8"", 5 M, HWO, FLANGED EN*",VALVE,2.2,,3500,0.99310407
150002219,DIFF PRESS TRANSMITTER 0 - 90 KG/CM2,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004813,PRESSURE TRANSMITTER 0-60 KG/CM2 316 SS*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004814,PRESSURE TRANSMITTER 0-100 KG/CM2 316 S*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004815,PRESSURE TRANSMITTER 0-160 KG/CM2 316 S*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004816,DIFF PRESS TRANSMITTER 0-10000 MMWC 316*,TRANSMITTER,1.7,,50000,0.99976687
150004833,PRESSURE TRANSMITTER 0-10 KG/CM2 316 SS*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004834,PRESSURE TRANSMITTER 0-20 KG/CM2 316 SS*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004836,PRESSURE TRANSMITTER 0-40 KG/CM2 316 SS*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004841,DIFF PRESS TRANSMITTER 0-2 KG/CM2 316 S*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004879,DIFF PRESS TRANSMITTER 0-20 KG/CM2 316 *,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150004880,DIFF PRESS TRANSMITTER 0-40 KG/CM2 316 *,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
150006318,"BALL VALVE 20"" 300# A105 RB CS-NACE",VALVE,2.2,,3500,0.99310407
150006400,"BALL VALVE 6"" 900# A-105 FULL BORE CS-N*",VALVE,2.2,,3500,0.99310407
150006402,"BALL VALVE 8"" 900# A-105 FULL BORE CS-N*",VALVE,2.2,,3500,0.99310407
150006456,"BALL VALVE 12"" 150# A-105 RB-CS",VALVE,2.2,,3500,0.99310407
150006751,"CONTROL VALVE 8"" 300 RF FAIL CLOSE",VALVE,2.2,,3500,0.99310407
150008086,"WRENCH HEAVY DUTY PIPE(SET) L:6,8,12,18*",PIPE,2.1,,3500,0.991362467
150008198,"CONTROL VALVE 16"" 150# BW FAIL CLOSE CR*",VALVE,2.2,,3500,0.99310407
150046011,TEMPERATURE  TRANSMITTER 0 TO  200 DEG C,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
153006046,"CONTROL VALVE-SIZE 1"" -CLASS 900",VALVE,2.2,,3500,0.99310407
154000108,"2"" ANSI900# FLANGED RTJ ADJ CHOKE VALVE",VALVE,2.2,,3500,0.99310407
154001174,PRESSURE GAUGE (0-2000 PSI),PRESSURE GAUGE,1.8,,5000,0.991045745
210000491,BEARING,BEARING,2.5,,3500,0.996494099
210000492,BEARING,BEARING,2.5,,3500,0.996494099
210002716,DIGITAL INPUT BARRIER/ ISOLATED SWITCH *,SWITCH,1.3,,10000,0.986570861
210002717,DIGITAL INPUT BARRIER/ ISOLATED SWITCH *,SWITCH,1.3,,10000,0.986570861
210007737,CLAMP HOSE,HOSE,2,,3500,0.989183414
210008047,"BOLT 3/8""-16X1.75 IN",BOLT,2.5,,3500,0.996494099
210008442,SEAL O RING,SEAL,2,,3500,0.989183414
210008446,SEAL O RING,SEAL,2,,3500,0.989183414
210008448,SEAL O RING,SEAL,2,,3500,0.989183414
210008451,SEAL O RING,SEAL,2,,3500,0.989183414
210008453,SPRING,SPRING,2.5,,3500,0.996494099
210008456,ADAPTER,TRANSFORMER,2,,3500,0.989183414
210010382,SEAL-PIP,SEAL,2,,3500,0.989183414
210011194,FILTER FUEL,FILTER,3,10197469,3500,0.998866483
210011194,FILTER FUEL,FILTER,3,10197777,3500,0.998866483
210011194,FILTER FUEL,FILTER,3,10197785,3500,0.998866483
210013748,SET OF PISTON RINGS,CYLINDER,2.2,,3500,0.99310407
210016182, HOSE ELBOW,HOSE,2,,3500,0.989183414
210018547,"POWER SUPPLY, 24VDC 10A, SOLA",POWER SUPPLY,1,,3500,0.900967841
210020436,SAFETY NET CONTROLLER(CPU),CONTROLLER,0.9,,3500,0.877447503
210021815,POWER SUPPLY UNIT 20 A - QUINT-PS/ 1AC/*,POWER SUPPLY,1,,3500,0.900967841
210025852,"ASSY, VALVE AUX./LOAD",VALVE,2.2,,3500,0.99310407
210026026,"ADOPTER, PUMP 471 ENGINE",PUMP,2,,7000,0.997284815
210026032,ASSY EXT OIL COOLER,OIL/CHEMICAL,1.2,10045187,3500,0.93579915
210026071,"CABLE,TECH 7' D.D LG",CABLE,1.2,,20000,0.991839115
210027009,KIT GASKET,GASKET,2,10199321,3500,0.989183414
210028805,SEAL,SEAL,2,10199321,3500,0.989183414
210028806,GASKET,GASKET,2,10199321,3500,0.989183414
210028807,SEAL-O-RING,SEAL,2,10199321,3500,0.989183414
210028808,PLUG-TETHERED,PRESSURE TRANSMITTER,1.5,10199321,3500,0.96688347
210028810,GEAR AS-CRANKSHAFT DRIVE(80 TEETH),GEAR,3,10199321,3500,0.998866483
210028811,BASE-OIL COOLER,OIL/CHEMICAL,1.2,10199321,3500,0.93579915
210028812,DAMPER AS-CRANKSHAFT,ROTOR,2.8,10199321,3500,0.998219088
210028816,TUBE AS,PIPE,2.1,10199321,3500,0.991362467
210028817,HOSE,HOSE,2,10199321,3500,0.989183414
210028820,RING AS-PISTON(OIL)(STANDARD),OIL/CHEMICAL,1.2,10199321,3500,0.93579915
210028821,BODY AS-PISTON(STANDARD),MOTOR,1.6,10199321,7000,0.991177557
210028822,COVER AS-OIL PUMP,OIL/CHEMICAL,1.2,10199321,3500,0.93579915
210028824,AFTERCOOLER LAMP;LINES,LAMP,1,10199321,3500,0.900967841
210028825,CENTRAL LAMP;LOWER,LAMP,1,10199321,3500,0.900967841
210028828,MULTIPLE CYLINDER HEAD,CYLINDER,2.2,10199321,3500,0.99310407
210028831,SPRING-GUIDE,SPRING,2.5,10199321,3500,0.996494099
210029870,HYDRAULIC STARTER,PUMP,2,,7000,0.997284815
210029870,HYDRAULIC STARTER,PUMP,2,10126970,7000,0.997284815
210032174,SPRING WASHER,WASHER,2.2,,3500,0.99310407
210032523,KIT GASKET,GASKET,2,10197777,3500,0.989183414
210061001,BOLT,BOLT,2.5,,3500,0.996494099
210070981,GASKET,GASKET,2,,3500,0.989183414
210083805,GASKET,GASKET,2,,3500,0.989183414
210262184,FUEL PUMP REPAIR KIT,PUMP,2,,7000,0.997284815
210262396,HOSE,HOSE,2,,3500,0.989183414
210262443,TUBE,PIPE,2.1,,3500,0.991362467
210429084,JOINT CYLINDER HEAD,CYLINDER,2.2,,3500,0.99310407
210429087,JOINT CYLINDER HEAD,CYLINDER,2.2,,3500,0.99310407
210429088,COVER SUCTION VALVE,VALVE,2.2,,3500,0.99310407
210429120,WASHER,WASHER,2.2,,3500,0.99310407
210429122,FIBRE WASHER,WASHER,2.2,,3500,0.99310407
211009062,LUBRICATING OIL FILTER,OIL/CHEMICAL,1.2,10197777,3500,0.93579915
211009389,VALVE INJ.,VALVE,2.2,10199321,3500,0.99310407
211009844,HOSE ASSY,HOSE,2,,3500,0.989183414
211009861,GASKET,GASKET,2,,3500,0.989183414
211009933,SEAL 'O' RING,SEAL,2,10044889,3500,0.989183414
211100061,FUEL FILTER,FILTER,3,,3500,0.998866483
211100061,FUEL FILTER,FILTER,3,10199321,3500,0.998866483
211100200,LUBE OIL FILTER,OIL/CHEMICAL,1.2,,3500,0.93579915
211100201,FUEL FILTER,FILTER,3,,3500,0.998866483
211100253,CONNECTOR,CONNECTOR,1.2,,3500,0.93579915
211100394,SENSOR GP SPEED,SENSOR,1.1,,5000,0.945359976
211100399,AIR STARTING MOTOR,MOTOR,1.6,,7000,0.991177557
211100481,SWITCH,SWITCH,1.3,,10000,0.986570861
211100578,SEAL,SEAL,2,,3500,0.989183414
211100594,SEAL O-RING,SEAL,2,10199321,3500,0.989183414
211100676,FILTER ASSY-ENGINE OIL,OIL/CHEMICAL,1.2,,3500,0.93579915
211100679,VALVE ASSY-BYPASS,VALVE,2.2,10199321,3500,0.99310407
211100759,WASHER,WASHER,2.2,,3500,0.99310407
211100776,SEAL,SEAL,2,10199321,3500,0.989183414
211100778,SEAL,SEAL,2,10199321,3500,0.989183414
211100811,TUBE ASSY,PIPE,2.1,10199321,3500,0.991362467
211100812,TUBE ASSY,PIPE,2.1,10199321,3500,0.991362467
211100816,SEAL ASSY-PUMP,PUMP,2,,7000,0.997284815
211100818,WASHER,WASHER,2.2,10199321,3500,0.99310407
211100843,WATER PUMP REBUILT KIT,PUMP,2,10199321,7000,0.997284815
211100878,GASKET TURBO,GASKET,2,10199321,3500,0.989183414
211106560,BOLT,BOLT,2.5,10199321,3500,0.996494099
211106639,FITTING,FITTING,1,10199321,3500,0.900967841
211106663,BEARING,BEARING,2.5,10199321,3500,0.996494099
211106664,ROTOR A,ROTOR,2.8,10199321,3500,0.998219088
211106667,SPRING,SPRING,2.5,10199321,3500,0.996494099
211106668,SPRING,SPRING,2.5,10199321,3500,0.996494099
211106687,BOLT,BOLT,2.5,10199321,3500,0.996494099
211106713,GASKET,GASKET,2,10199321,3500,0.989183414
211106726,INSERT-VALVE,VALVE,2.2,10199321,3500,0.99310407
211106791,WASHER,WASHER,2.2,10199321,3500,0.99310407
211106792,GASKET,GASKET,2,10199321,3500,0.989183414
211106890,SHAFT ASSEMBLY,CYLINDER,2.2,10199321,3500,0.99310407
211106894,SPRING,SPRING,2.5,10199321,3500,0.996494099
211106895,BOLT,BOLT,2.5,10199321,3500,0.996494099
211106935,WASHER,WASHER,2.2,10199321,3500,0.99310407
211106937,GASKET,GASKET,2,10199321,3500,0.989183414
211106938,GASKET,GASKET,2,10199321,3500,0.989183414
211106949,ADAPTER,TRANSFORMER,2,10199321,3500,0.989183414
211106956,VALVE-INTAKE,VALVE,2.2,10199321,3500,0.99310407
211106957,NUT,NUT,2.5,10199321,3500,0.996494099
211108368,SEAL,SEAL,2,10044889,3500,0.989183414
211108611,WASHER,WASHER,2.2,10199321,3500,0.99310407
211109135,GASKET,GASKET,2,10199321,3500,0.989183414
211109586,BOLT,BOLT,2.5,,3500,0.996494099
211111245,WASHER,WASHER,2.2,10199321,3500,0.99310407
211111263,BOLT,BOLT,2.5,,3500,0.996494099
211111327,BOLT,BOLT,2.5,,3500,0.996494099
211111575,BOLT,BOLT,2.5,,3500,0.996494099
211111649,GASKET,GASKET,2,10199321,3500,0.989183414
211111850,BOLT,BOLT,2.5,,3500,0.996494099
211117603,SEAL O RING,SEAL,2,10199321,3500,0.989183414
211311103,THRUST BEARING,BEARING,2.5,,3500,0.996494099
211311301,HOSE,HOSE,2,,3500,0.989183414
211311304,GASKET,GASKET,2,,3500,0.989183414
211311552,ELEMENT,FILTER ELEMENT,1.2,,3500,0.93579915
211311776,GEAR,GEAR,3,,3500,0.998866483
211311986,GASKET O RING,GASKET,2,,3500,0.989183414
211311987,GASKET O RING,GASKET,2,,3500,0.989183414
211312254,GASKET,GASKET,2,,3500,0.989183414
211312263,WATER SEAL UNIT,SEAL,2,,3500,0.989183414
211312266,GASKET,GASKET,2,,3500,0.989183414
211312270,BEARING,BEARING,2.5,,3500,0.996494099
211312274,SEAL,SEAL,2,,3500,0.989183414
211312740,OIL SEAL,OIL/CHEMICAL,1.2,,3500,0.93579915
211312742,BEARING,BEARING,2.5,,3500,0.996494099
211312743,BEARING,BEARING,2.5,,3500,0.996494099
211336505,BOLTS,BOLT,2.5,,3500,0.996494099
211511084,SEAL,SEAL,2,,3500,0.989183414
211511137,NUT,NUT,2.5,10199321,3500,0.996494099
211511165,GASKET,GASKET,2,,3500,0.989183414
211512044,BOLT,BOLT,2.5,,3500,0.996494099
211516613,SEAL O RING,SEAL,2,10199321,3500,0.989183414
211516969,SEAL,SEAL,2,10199321,3500,0.989183414
211519492,SEAL GROUP,SEAL,2,10199321,3500,0.989183414
211519551,GASKET,GASKET,2,,3500,0.989183414
211520123,BOLT,BOLT,2.5,10199321,3500,0.996494099
211534083,WASHER,WASHER,2.2,,3500,0.99310407
211535139,WASHER,WASHER,2.2,10199321,3500,0.99310407
211535187,WASHER,WASHER,2.2,10199321,3500,0.99310407
211535488,PLUG PIPE,PIPE,2.1,10199321,3500,0.991362467
211537287,VALVE,VALVE,2.2,10199321,3500,0.99310407
211537680,TUBE ASSEMBLY,PIPE,2.1,10197469,3500,0.991362467
211542050,SEAL,SEAL,2,,3500,0.989183414
211542402,SEAL,SEAL,2,,3500,0.989183414
211542653,SEAL,SEAL,2,,3500,0.989183414
211543045,GASKET,GASKET,2,10199321,3500,0.989183414
211543312,SWITCH ASSEMBLY,SWITCH,1.3,,10000,0.986570861
211543361,TUBE,PIPE,2.1,,3500,0.991362467
211543374,GASKET,GASKET,2,,3500,0.989183414
211543709,FITTING,FITTING,1,,3500,0.900967841
211543713,TUBE ASSEM,CYLINDER,2.2,,3500,0.99310407
211543719,TUBE ASSEM,CYLINDER,2.2,,3500,0.99310407
211543978,FILTER,FILTER,3,,3500,0.998866483
211544740,ADAPTER,TRANSFORMER,2,,3500,0.989183414
211551327,SPRING,SPRING,2.5,10199321,3500,0.996494099
211553790,SEAL O RING,SEAL,2,,3500,0.989183414
211553860,SEAL G CRANK,SEAL,2,10199321,3500,0.989183414
211555271,PUMP AS,PUMP,2,,7000,0.997284815
211556268,PIPE,PIPE,2.1,,3500,0.991362467
211556269,PIPE,PIPE,2.1,,3500,0.991362467
211557141,MOTOR GROUP,MOTOR,1.6,10199321,7000,0.991177557
211557660,LIFTER ASSEMBLY,WASHER,2.2,10199321,3500,0.99310407
211559798,GASKET KIT,GASKET,2,,3500,0.989183414
211559982,GASKET,GASKET,2,10199321,3500,0.989183414
211560003,GASKET,GASKET,2,,3500,0.989183414
211560022,GASKET,GASKET,2,,3500,0.989183414
211560433,GASKET,GASKET,2,10199321,3500,0.989183414
211560444,GASKET,GASKET,2,10199321,3500,0.989183414
211560486,GASKET,GASKET,2,10199321,3500,0.989183414
211560487,GASKET,GASKET,2,10199321,3500,0.989183414
211560488,GASKET,GASKET,2,10199321,3500,0.989183414
211560851,FILTER AS-LU,FILTER,3,10197469,3500,0.998866483
211562500,COUPLING,COUPLING,2.3,10199321,3500,0.994495485
211562907,HOSE IN CMS,HOSE,2,10199321,3500,0.989183414
211566075,BEARING MAIN,BEARING,2.5,10199321,3500,0.996494099
211566076,BEARING MAIN,BEARING,2.5,10199321,3500,0.996494099
211567506,BEARING CONNECTING ROD,BEARING,2.5,10199321,3500,0.996494099
211568141,ADAPTER,TRANSFORMER,2,10199321,3500,0.989183414
211568464,BOLT,BOLT,2.5,,3500,0.996494099
211574526,SEAL,SEAL,2,,3500,0.989183414
212333098,ROLLING CONTACT BEARING,BEARING,2.5,,3500,0.996494099
212702480,SEAL O RING,SEAL,2,10199321,3500,0.989183414
213134070,BRAKE VALVE,VALVE,2.2,,3500,0.99310407
215406066,BOLT CAP SCREW,BOLT,2.5,,3500,0.996494099
215411180,FILTER  AIR  CLEANER        **,FILTER,3,10197777,3500,0.998866483
215411180,FILTER  AIR  CLEANER        **,FILTER,3,10197781,3500,0.998866483
215411180,FILTER  AIR  CLEANER        **,FILTER,3,10197785,3500,0.998866483
215411282,BOLT RF361501102,BOLT,2.5,,3500,0.996494099
215426212,BOLT,BOLT,2.5,10199321,3500,0.996494099
215431017,WASHER,WASHER,2.2,,3500,0.99310407
215433132,TUBE ASSEM,CYLINDER,2.2,,3500,0.99310407
215433133,TUBE ASSEM,CYLINDER,2.2,10199321,3500,0.99310407
215433134,TUBE ASSEM,CYLINDER,2.2,10199321,3500,0.99310407
215434057,GASKET,GASKET,2,,3500,0.989183414
215434060,CLAMP HOSE,HOSE,2,10199321,3500,0.989183414
215434073,SEAL O-RING,SEAL,2,10199321,3500,0.989183414
215434863,SEAL,SEAL,2,10199321,3500,0.989183414
215434866,TUBE AS,PIPE,2.1,10199321,3500,0.991362467
215435656,GASKET,GASKET,2,10199321,3500,0.989183414
215435667,SEAL GP,SEAL,2,10199321,3500,0.989183414
215443477,INDICATOR (ENG.OIL PRESS),OIL/CHEMICAL,1.2,,3500,0.93579915
215443477,INDICATOR (ENG.OIL PRESS),OIL/CHEMICAL,1.2,10044889,3500,0.93579915
215457389,BOLT,BOLT,2.5,10199321,3500,0.996494099
215472082,BOLT,BOLT,2.5,10199321,3500,0.996494099
215472149,NUT FULL,NUT,2.5,10199321,3500,0.996494099
215472184,SEAL O-RING,SEAL,2,10199321,3500,0.989183414
215472270,BOLT,BOLT,2.5,,3500,0.996494099
215472277,GASKET,GASKET,2,10199321,3500,0.989183414
215472288,CLIP SPRING,SPRING,2.5,10199321,3500,0.996494099
215472394,GASKET AIR INLET,GASKET,2,10199321,3500,0.989183414
215472536,SEAL O-RING,SEAL,2,10199321,3500,0.989183414
216330056,BEARING,BEARING,2.5,10044897,3500,0.996494099
220001887,RAIL SWITCH,SWITCH,1.3,,10000,0.986570861
220002116,PNEUMATIC DIFFERENTIAL PRESSURE TRANSMI*,PRESSURE TRANSMITTER,1.5,,3500,0.96688347
220002262,GASKET,GASKET,2,10044944,3500,0.989183414
220002263,SEAL HOUSING (INNER ),SEAL,2,,3500,0.989183414
220002263,SEAL HOUSING (INNER ),SEAL,2,10044933,3500,0.989183414
220002263,SEAL HOUSING (INNER ),SEAL,2,10044944,3500,0.989183414
220002263,SEAL HOUSING (INNER ),SEAL,2,10045113,3500,0.989183414
220002440,GASKET,GASKET,2,10044944,3500,0.989183414
220002507,THRUST BEARING,BEARING,2.5,10044725,3500,0.996494099
220002507,THRUST BEARING,BEARING,2.5,10044727,3500,0.996494099
220002534,LUB OIL PUMP( SHAFT DRIVEN ),OIL/CHEMICAL,1.2,10044710,3500,0.93579915
220002534,LUB OIL PUMP( SHAFT DRIVEN ),OIL/CHEMICAL,1.2,10044713,3500,0.93579915
220002534,LUB OIL PUMP( SHAFT DRIVEN ),OIL/CHEMICAL,1.2,10044716,3500,0.93579915
