Plant,Material,Storage location,Key,MRP Controller,MRP Type,Material type,Material Group,Val. stock,Val. stock,ValStckVal,ValStckVal,CnsgtStock,CnsgtStock,Val.Stock in May 2025,Increase
"11F2 SHP Process Complex, UT OFFSHO",220026958 BEARING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220026958 BEARING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,2973288,INR,0,NO,"29,73,288.00",0
"11F2 SHP Process Complex, UT OFFSHO","150003587 TEFLON COATED LATCH FOR 1-1/2"" WIRELINE*",11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO150003587 TEFLON COATED LATCH FOR 1-1/2"" WIRELINE*11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,188,NO,4038420.36,INR,0,NO,"29,64,166.84",-1074253.52
"11F2 SHP Process Complex, UT OFFSHO",220086608 THRUST PADS (12 PER SET),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220086608 THRUST PADS (12 PER SET)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,ST,2952927.46,INR,0,ST,"29,52,927.46",0
"11F2 SHP Process Complex, UT OFFSHO",222182026 THRUST BEARING ASSY,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO222182026 THRUST BEARING ASSY11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,2834683,INR,0,NO,"28,34,683.00",0
"11F2 SHP Process Complex, UT OFFSHO","220104234 BEARING HOUSING, D.E.",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220104234 BEARING HOUSING, D.E.11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"27,81,561.31",2781561.31
"11F2 SHP Process Complex, UT OFFSHO","150009748 PRESSURE TRANSMITTER FF, 0 TO 150 KG/CM*",11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO150009748 PRESSURE TRANSMITTER FF, 0 TO 150 KG/CM*11F2FN25                       Maint.Spares",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"26,90,053.24",2690053.24
"11F2 SHP Process Complex, UT OFFSHO",220077741 HAND PUMP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220077741 HAND PUMP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"26,62,949.91",2662949.91
"11F2 SHP Process Complex, UT OFFSHO",221445992 MAIN LUBE OIL FILTER ELEMENT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO221445992 MAIN LUBE OIL FILTER ELEMENT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,210,NO,2804440.6,INR,0,NO,"26,07,326.18",-197114.42
"11F2 SHP Process Complex, UT OFFSHO",426016076 HOT OIL FILTER ELEMENT,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO426016076 HOT OIL FILTER ELEMENT11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,0,NO,0,INR,0,NO,"25,95,774.96",2595774.96
"11F2 SHP Process Complex, UT OFFSHO",360039019 COUPLING,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO360039019 COUPLING11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,2,NO,5018232.71,INR,0,NO,"25,09,116.35",-2509116.36
"11F2 SHP Process Complex, UT OFFSHO",280011897 SHUNT TRIP DEVICE 110V DC,11F2NP26                       NH-PEL-26,"11F2 SHP Process Complex, UT OFFSHO280011897 SHUNT TRIP DEVICE 110V DC11F2NP26                       NH-PEL-26",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"24,69,425.22",2469425.22
"11F2 SHP Process Complex, UT OFFSHO","270008493 REDUCER,GEAR SWING DRIVE",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO270008493 REDUCER,GEAR SWING DRIVE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"24,69,417.23",2469417.23
"11F2 SHP Process Complex, UT OFFSHO",360125010 BAG FILTER,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO360125010 BAG FILTER11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,0,NO,0,INR,0,NO,"24,32,898.21",2432898.21
"11F2 SHP Process Complex, UT OFFSHO","140009721 TURBINE FLOW METER 8""300#",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO140009721 TURBINE FLOW METER 8""300#11F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,2,NO,2430971,INR,0,NO,"24,30,971.00",0
"11F2 SHP Process Complex, UT OFFSHO",220103082 VALVE - ISOLATION,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103082 VALVE - ISOLATION11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"23,82,090.16",2382090.16
"11F2 SHP Process Complex, UT OFFSHO",220086621 R.T.D JOURNAL BEARING (D.E & N.D.E),11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220086621 R.T.D JOURNAL BEARING (D.E & N.D.E)11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"23,77,279.65",2377279.65
"11F2 SHP Process Complex, UT OFFSHO",410125108 LABYRINTH,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO410125108 LABYRINTH11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,41        Valves Fittings-MOP,6,NO,2373306.91,INR,0,NO,"23,73,306.91",0
"11F2 SHP Process Complex, UT OFFSHO",110000184 LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO110000184 LUBE OIL TURBINE HPCL TURBINOL 46 IS: 1*11F2FP25                       Maint.Spares-PEL",AAS AAS,ND No planning,ZSTO ONGC Stores,"11        Oil, grease and lub",0,L,0,INR,0,L,"23,29,482.14",2329482.14
"11F2 SHP Process Complex, UT OFFSHO",260026020 BEACON LIGHT COMPLETE FIXTURE FLP 230V *,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO260026020 BEACON LIGHT COMPLETE FIXTURE FLP 230V *11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,26        Spare-Imp Tpt equip,0,NO,0,INR,0,NO,"22,74,714.03",2274714.03
"11F2 SHP Process Complex, UT OFFSHO",220095472 AXIAL FAN,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220095472 AXIAL FAN11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,2272190.03,INR,0,NO,"22,72,190.03",0
"11F2 SHP Process Complex, UT OFFSHO",220103134 METER-FLOW,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220103134 METER-FLOW11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"22,67,576.70",2267576.7
"11F2 SHP Process Complex, UT OFFSHO","220081664 NDE JOURNAL BEARING, TOP & BOTTOM HALF",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220081664 NDE JOURNAL BEARING, TOP & BOTTOM HALF11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,ST,2241158.57,INR,0,ST,"22,41,158.57",0
"11F2 SHP Process Complex, UT OFFSHO",220011349  COMP.MECH. SEAL -NON DRIVE END,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220011349  COMP.MECH. SEAL -NON DRIVE END11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"22,36,826.30",2236826.3
"11F2 SHP Process Complex, UT OFFSHO",220002534 LUB OIL PUMP( SHAFT DRIVEN ),11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220002534 LUB OIL PUMP( SHAFT DRIVEN )11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"22,33,883.11",2233883.11
"11F2 SHP Process Complex, UT OFFSHO",210026974 ANALOG INPUT CARD,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO210026974 ANALOG INPUT CARD11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"22,32,745.52",2232745.52
"11F2 SHP Process Complex, UT OFFSHO","220081663 DE JOURNAL BEARING, TOP & BOTTOM HALF",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220081663 DE JOURNAL BEARING, TOP & BOTTOM HALF11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,4,ST,2229587.65,INR,0,ST,"22,29,587.65",0
"11F2 SHP Process Complex, UT OFFSHO",361444301 PUMP HYDRASTARTER W/ADP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO361444301 PUMP HYDRASTARTER W/ADP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,7,NO,2204810.32,INR,0,NO,"22,04,810.32",0
"11F2 SHP Process Complex, UT OFFSHO","390000971 10M W/MOR H2S HIV-3WAY-NC 1/4""FNPT-.156*",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO390000971 10M W/MOR H2S HIV-3WAY-NC 1/4""FNPT-.156*11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,39        Instruments-MumbaiOP,0,NO,0,INR,0,NO,"21,87,953.01",2187953.01
"11F2 SHP Process Complex, UT OFFSHO","220085280 TURBINE METER INTERNALS 6""",11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220085280 TURBINE METER INTERNALS 6""11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"21,65,378.86",2165378.86
"11F2 SHP Process Complex, UT OFFSHO",370208004 SOLENOID VALVE,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO370208004 SOLENOID VALVE11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,37        Rotating EquipContd,0,NO,0,INR,0,NO,"21,22,081.67",2122081.67
"11F2 SHP Process Complex, UT OFFSHO","150006651 BEAN HOUSING 3-1/8""X 5M PSL-1, U, BB",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO150006651 BEAN HOUSING 3-1/8""X 5M PSL-1, U, BB11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,15        Tubing pipe& fitting,0,NO,0,INR,0,NO,"21,10,030.19",2110030.19
"11F2 SHP Process Complex, UT OFFSHO",210000410 GASKET KIT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO210000410 GASKET KIT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"20,71,694.47",2071694.47
"11F2 SHP Process Complex, UT OFFSHO",280017408 MOTOR AMR-1B-1C (110VDC),11F2NP26                       NH-PEL-26,"11F2 SHP Process Complex, UT OFFSHO280017408 MOTOR AMR-1B-1C (110VDC)11F2NP26                       NH-PEL-26",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,0,NO,0,INR,0,NO,"20,29,353.99",2029353.99
"11F2 SHP Process Complex, UT OFFSHO",221358370 LOCK NUT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358370 LOCK NUT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,18,NO,2966632.55,INR,0,NO,"19,77,755.03",-988877.52
"11F2 SHP Process Complex, UT OFFSHO",215301054 STARTER UNIT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO215301054 STARTER UNIT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",0,NO,0,INR,0,NO,"19,60,138.63",1960138.63
"11F2 SHP Process Complex, UT OFFSHO",270008622 ASSY SWING LIMIT VLV 900,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO270008622 ASSY SWING LIMIT VLV 90011F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"19,53,132.93",1953132.93
"11F2 SHP Process Complex, UT OFFSHO",220086612 THRUST COLLAR,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220086612 THRUST COLLAR11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,3,NO,1951888.99,INR,0,NO,"19,51,888.99",0
"11F2 SHP Process Complex, UT OFFSHO",221358419 SEAL RING OUTER WITH PIN,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358419 SEAL RING OUTER WITH PIN11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,11,NO,3492418.61,INR,0,NO,"19,04,955.61",-1587463
"11F2 SHP Process Complex, UT OFFSHO",250009549 REDUNDANT FISCO POWER SUPPLY SYSTEM (4 *,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO250009549 REDUNDANT FISCO POWER SUPPLY SYSTEM (4 *11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,25        Spare-Geophys. equip,0,NO,0,INR,0,NO,"18,73,627.80",1873627.8
"11F2 SHP Process Complex, UT OFFSHO",221445647 FILTER ELEMENT,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221445647 FILTER ELEMENT11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,28,NO,1135119.2,INR,0,NO,"18,68,408.29",733289.09
"11F2 SHP Process Complex, UT OFFSHO",270009922 ACCUMULATOR,11F2NP06                       NH-PEL-06,"11F2 SHP Process Complex, UT OFFSHO270009922 ACCUMULATOR11F2NP06                       NH-PEL-06",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,0,NO,0,INR,0,NO,"18,54,349.28",1854349.28
"11F2 SHP Process Complex, UT OFFSHO",140613005 DRY CHEMICAL POWDER TYPE - A,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO140613005 DRY CHEMICAL POWDER TYPE - A11F2FP01                       SHP-PEL-01",AAS AAS,ND No planning,ZSTO ONGC Stores,14        Misc. stores,0,KG,0,INR,0,KG,"18,54,090.00",1854090
"11F2 SHP Process Complex, UT OFFSHO",426016073 GLYCOL FILTER ELEMENT,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO426016073 GLYCOL FILTER ELEMENT11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,42        Miscellaneous-MOP,0,NO,0,INR,0,NO,"18,52,563.24",1852563.24
"11F2 SHP Process Complex, UT OFFSHO",220090986 BOOSTER RELAY,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220090986 BOOSTER RELAY11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"18,35,630.57",1835630.57
"11F2 SHP Process Complex, UT OFFSHO","210026017 ASSY, VALVE SWING",11F2,"11F2 SHP Process Complex, UT OFFSHO210026017 ASSY, VALVE SWING11F2",AAP AAP,ND No planning,ZSPR ONGC Spares,"21        Spare-Rig, DG etc.",2,NO,1795016.33,INR,0,NO,"17,95,016.33",0
"11F2 SHP Process Complex, UT OFFSHO",363201249 LIQUID LEVEL CONTROLLER,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO363201249 LIQUID LEVEL CONTROLLER11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,3,NO,1789440.31,INR,0,NO,"17,89,440.31",0
"11F2 SHP Process Complex, UT OFFSHO",221445989 SEAL OIL FILTER ELEMENT,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO221445989 SEAL OIL FILTER ELEMENT11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,22,NO,2488470.99,INR,0,NO,"17,86,643.53",-701827.46
"11F2 SHP Process Complex, UT OFFSHO",270008506 HYD. PUMP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO270008506 HYD. PUMP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,27        Spare-Ind Tpt equip,2,NO,1777895.61,INR,0,NO,"17,77,895.61",0
"11F2 SHP Process Complex, UT OFFSHO",100201324 AQUEOUS FILM FORMING FOAM 6% CONCENTRAT*,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO100201324 AQUEOUS FILM FORMING FOAM 6% CONCENTRAT*11F2FN01                       SHP-Main-01",AAS AAS,ND No planning,ZSTO ONGC Stores,10        Chemi incl mud chemi,4256,L,1693346.38,INR,0,L,"17,71,143.29",77796.91
"11F2 SHP Process Complex, UT OFFSHO",221358692 LABYRINTH IMPELLER,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358692 LABYRINTH IMPELLER11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,5,ST,2764268.16,INR,0,ST,"17,27,667.60",-1036600.56
"11F2 SHP Process Complex, UT OFFSHO",360661039 SWITCH OVERSPEED,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO360661039 SWITCH OVERSPEED11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,36        Rotating Equip-MOP,6,NO,1715782.04,INR,0,NO,"17,15,782.04",0
"11F2 SHP Process Complex, UT OFFSHO",221358709 RETAINER(S),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO221358709 RETAINER(S)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,5,ST,1699461.36,INR,0,ST,"16,99,461.36",0
"11F2 SHP Process Complex, UT OFFSHO",220051597 PERMANENT LOCK OPEN TOOL FOR SSSV 3-1/2*,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO220051597 PERMANENT LOCK OPEN TOOL FOR SSSV 3-1/2*11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,2,NO,1680855.59,INR,0,NO,"16,80,855.59",0
"11F2 SHP Process Complex, UT OFFSHO",280005797 PLC-5/40C FOR CONTROLNET PHASE 1.5,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO280005797 PLC-5/40C FOR CONTROLNET PHASE 1.511F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,28        Spare-ElectricPlant,1,NO,1677200,INR,0,NO,"16,77,200.00",0
"11F2 SHP Process Complex, UT OFFSHO",220072560 OIL GUARD ASSY (SS SHAFT),11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220072560 OIL GUARD ASSY (SS SHAFT)11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,1671166.08,INR,0,NO,"16,71,166.08",0
"11F2 SHP Process Complex, UT OFFSHO",370210682 SWIVEL AIR FUEL,11F2FP01                       SHP-PEL-01,"11F2 SHP Process Complex, UT OFFSHO370210682 SWIVEL AIR FUEL11F2FP01                       SHP-PEL-01",AAP AAP,ND No planning,ZSPR ONGC Spares,37        Rotating EquipContd,3,NO,1669280.54,INR,0,NO,"16,69,280.54",0
"11F2 SHP Process Complex, UT OFFSHO",260026006 ASSY ANTI -TWO BLOCK -/ELEC,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO260026006 ASSY ANTI -TWO BLOCK -/ELEC11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,26        Spare-Imp Tpt equip,0,NO,0,INR,0,NO,"16,30,178.94",1630178.94
"11F2 SHP Process Complex, UT OFFSHO",413203020 LEVEL CONTROLLER TAG-LC 101,11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO413203020 LEVEL CONTROLLER TAG-LC 10111F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,41        Valves Fittings-MOP,0,NO,0,INR,0,NO,"16,24,700.26",1624700.26
"11F2 SHP Process Complex, UT OFFSHO","320632002 COMPANION FLANGE 2 1/16,5M",11F2NP17                       NH-PEL-17,"11F2 SHP Process Complex, UT OFFSHO320632002 COMPANION FLANGE 2 1/16,5M11F2NP17                       NH-PEL-17",AAP AAP,ND No planning,ZSPR ONGC Spares,32        Spare-BOP/Elev.etc.,0,NO,0,INR,0,NO,"16,09,345.86",1609345.86
"11F2 SHP Process Complex, UT OFFSHO",220081743 DEMULSIFIER INJECTION PUMP,11F2FP25                       Maint.Spares-PEL,"11F2 SHP Process Complex, UT OFFSHO220081743 DEMULSIFIER INJECTION PUMP11F2FP25                       Maint.Spares-PEL",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,1587773.86,INR,0,NO,"15,87,773.86",0
"11F2 SHP Process Complex, UT OFFSHO","220086622 R.T.D THRUST BEARING, INBOARD & OUTBOARD",11F2FN01                       SHP-Main-01,"11F2 SHP Process Complex, UT OFFSHO220086622 R.T.D THRUST BEARING, INBOARD & OUTBOARD11F2FN01                       SHP-Main-01",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,0,NO,0,INR,0,NO,"15,84,855.33",1584855.33
"11F2 SHP Process Complex, UT OFFSHO",220055779 C300 CONTROLLER SIGNLE,11F2FN25                       Maint.Spares,"11F2 SHP Process Complex, UT OFFSHO220055779 C300 CONTROLLER SIGNLE11F2FN25                       Maint.Spares",AAP AAP,ND No planning,ZSPR ONGC Spares,22        Spare-Prod equip etc,1,NO,1576097.49,INR,0,NO,"15,76,097.49",0
